Synonym,Name,OrphaCode
Hyperinsulinemic hypoglycemia due to UCP2 deficiency,Hyperinsulinism due to UCP2 deficiency,276556
Premature aging appearance-developmental delay-cardiac arrhythmia syndrome,Ogden syndrome,276432
CLPED1,Cleft lip/palate-ectodermal dysplasia syndrome,3253
Cleft lip/palate-syndactyly-pili torti syndrome,Cleft lip/palate-ectodermal dysplasia syndrome,3253
Syndactyly-ectodermal dysplasia-cleft/lip palate,Cleft lip/palate-ectodermal dysplasia syndrome,3253
Zlotogora-Ogur syndrome,Cleft lip/palate-ectodermal dysplasia syndrome,3253
LOSMoN,Lower motor neuron syndrome with late-adult onset,276435
Late-onset spinal motor neuronopathy,Lower motor neuron syndrome with late-adult onset,276435
SMAJ,Lower motor neuron syndrome with late-adult onset,276435
"Spinal muscular atrophy, Jokela type",Lower motor neuron syndrome with late-adult onset,276435
Zeta-associated-protein 70 deficiency,Combined immunodeficiency due to ZAP70 deficiency,911
HAT,Heparin-induced thrombocytopenia,3325
HIT,Heparin-induced thrombocytopenia,3325
Heparin-associated thrombocytopenia,Heparin-induced thrombocytopenia,3325
Heparin-induced thrombocytopenia type 2,Heparin-induced thrombocytopenia,3325
TFP deficiency,Mitochondrial trifunctional protein deficiency,746
TFPD,Mitochondrial trifunctional protein deficiency,746
Deficiency of malonyl-CoA decarboxylase,Malonic aciduria,943
MLYCD deficiency,Malonic aciduria,943
Malonic acidemia,Malonic aciduria,943
Malonyl-CoA decarboxylase deficiency,Malonic aciduria,943
Autosomal recessive methemoglobinemia,Hereditary methemoglobinemia,621
Congenital methemoglobinemia,Hereditary methemoglobinemia,621
NON RARE IN EUROPE: Ciliary neuralgia,NON RARE IN EUROPE: Cluster headache,1002
NON RARE IN EUROPE: Cluster migraine,NON RARE IN EUROPE: Cluster headache,1002
NON RARE IN EUROPE: Erythromelalgia of the head,NON RARE IN EUROPE: Cluster headache,1002
NON RARE IN EUROPE: Erythroprosopalgia of Bing,NON RARE IN EUROPE: Cluster headache,1002
NON RARE IN EUROPE: Histamine cephalalgia,NON RARE IN EUROPE: Cluster headache,1002
NON RARE IN EUROPE: Histamine headache,NON RARE IN EUROPE: Cluster headache,1002
NON RARE IN EUROPE: Histaminic cephalalgia,NON RARE IN EUROPE: Cluster headache,1002
NON RARE IN EUROPE: Horton headache,NON RARE IN EUROPE: Cluster headache,1002
NON RARE IN EUROPE: Migrainous neuralgia,NON RARE IN EUROPE: Cluster headache,1002
NON RARE IN EUROPE: Red migraine,NON RARE IN EUROPE: Cluster headache,1002
GSD due to hepatic glycogen synthase deficiency,Glycogen storage disease due to hepatic glycogen synthase deficiency,2089
GSD type 0a,Glycogen storage disease due to hepatic glycogen synthase deficiency,2089
Glycogen storage disease due to liver glycogen synthase deficiency,Glycogen storage disease due to hepatic glycogen synthase deficiency,2089
Glycogen storage disease type 0a,Glycogen storage disease due to hepatic glycogen synthase deficiency,2089
Glycogenosis type 0a,Glycogen storage disease due to hepatic glycogen synthase deficiency,2089
Broad-beta disease,Dysbetalipoproteinemia,412
Familial dyslipidemia type 3,Dysbetalipoproteinemia,412
HLP type 3,Dysbetalipoproteinemia,412
Hyperlipidemia type 3,Dysbetalipoproteinemia,412
Hyperlipoproteinemia type 3,Dysbetalipoproteinemia,412
Remnant hyperlipoproteinemia,Dysbetalipoproteinemia,412
Autosomal recessive thrombophilia due to congenital protein S deficiency,Severe hereditary thrombophilia due to congenital protein S deficiency,743
Familial non-immune hyperthyroidism,Familial hyperthyroidism due to mutations in TSH receptor,424
Resistance to thyroid stimulating hormone,Familial hyperthyroidism due to mutations in TSH receptor,424
Dysprothrombinemia,Congenital factor II deficiency,325
Hypoprothrombinemia,Congenital factor II deficiency,325
Prothrombin deficiency,Congenital factor II deficiency,325
HIDS,Hyperimmunoglobulinemia D with periodic fever,343
Hyper-IgD syndrome,Hyperimmunoglobulinemia D with periodic fever,343
Hyperimmunoglobinemia D with recurrent fever,Hyperimmunoglobulinemia D with periodic fever,343
Hyperimmunoglobulinemia D syndrome,Hyperimmunoglobulinemia D with periodic fever,343
Partial mevalonate kinase deficiency,Hyperimmunoglobulinemia D with periodic fever,343
Bare lymphocyte syndrome type 2,Immunodeficiency by defective expression of MHC class II,572
MHC class II deficiency,Immunodeficiency by defective expression of MHC class II,572
HSE,Herpes simplex virus encephalitis,1930
HSV encephalitis,Herpes simplex virus encephalitis,1930
HSVE,Herpes simplex virus encephalitis,1930
Herpes simplex meningo-encephalitis,Herpes simplex virus encephalitis,1930
Herpes simplex neuroinvasion,Herpes simplex virus encephalitis,1930
Herpetic encephalitis,Herpes simplex virus encephalitis,1930
CDSP,Systemic primary carnitine deficiency,158
CUD,Systemic primary carnitine deficiency,158
Carnitine transporter defect,Systemic primary carnitine deficiency,158
Carnitine uptake deficiency,Systemic primary carnitine deficiency,158
Deficiency of plasma-membrane carnitine transporter,Systemic primary carnitine deficiency,158
SPCD,Systemic primary carnitine deficiency,158
Syndromic microphthalmia,Syndromic microphthalmia-anophthalmia-coloboma,202948
Fructokinase deficiency,Essential fructosuria,2056
Ketohexokinase deficiency,Essential fructosuria,2056
"Krabbe disease, classic form",Infantile Krabbe disease,206436
"Krabbe disease, early-onset",Infantile Krabbe disease,206436
Ehrmann-Sneddon syndrome,Sneddon syndrome,820
Livedo racemosa-cerebrovascular accident syndrome,Sneddon syndrome,820
Livedo reticularis-cerebrovascular accident syndrome,Sneddon syndrome,820
HPRT deficiency,Hypoxanthine-guanine phosphoribosyltransferase deficiency,206428
HPRT1 deficiency,Hypoxanthine-guanine phosphoribosyltransferase deficiency,206428
Hypoxanthine-guanine phosphoribosyltransferase 1 deficiency,Hypoxanthine-guanine phosphoribosyltransferase deficiency,206428
BECRS,Rolandic epilepsy,1945
BECTS,Rolandic epilepsy,1945
BRE,Rolandic epilepsy,1945
Benign epilepsy of childhood with centrotemporal spikes,Rolandic epilepsy,1945
Benign familial epilepsy of childhood with rolandic spikes,Rolandic epilepsy,1945
Benign rolandic epilepsy,Rolandic epilepsy,1945
Centrotemporal epilepsy,Rolandic epilepsy,1945
OXCT1 deficiency,Succinyl-CoA:3-oxoacid CoA transferase deficiency,832
SCOT deficiency,Succinyl-CoA:3-oxoacid CoA transferase deficiency,832
Succinyl-CoA acetoacetate transferase deficiency,Succinyl-CoA:3-oxoacid CoA transferase deficiency,832
Succinyl-CoA:3-ketoacid CoA transferase deficiency,Succinyl-CoA:3-oxoacid CoA transferase deficiency,832
3-methylcrotonylglycinuria,3-methylcrotonyl-CoA carboxylase deficiency,6
MCC deficiency,3-methylcrotonyl-CoA carboxylase deficiency,6
MCCD,3-methylcrotonyl-CoA carboxylase deficiency,6
3-hydroxy-3-methylglutaryl-CoA lyase deficiency,3-hydroxy-3-methylglutaric aciduria,20
HMG-CoA lyase deficiency,3-hydroxy-3-methylglutaric aciduria,20
Hydroxymethylglutaric aciduria,3-hydroxy-3-methylglutaric aciduria,20
Kosztolanyi syndrome,Arachnodactyly-abnormal ossification-intellectual disability syndrome,1129
Cataract-hearing loss-hypogonadism syndrome,Cataract-deafness-hypogonadism syndrome,1383
Schaap-Taylor-Baraitser syndrome,Cataract-deafness-hypogonadism syndrome,1383
Non-dysgerminomatous germ cell cancer of ovary,Malignant non-dysgerminomatous germ cell tumor of ovary,206538
Autosomal recessive LGMD type 2M,Fukutin-related limb-girdle muscular dystrophy R13,206554
Autosomal recessive limb-girdle muscular dystrophy type 2M,Fukutin-related limb-girdle muscular dystrophy R13,206554
Fukutin-related LGMD R13,Fukutin-related limb-girdle muscular dystrophy R13,206554
LGMD type 2M,Fukutin-related limb-girdle muscular dystrophy R13,206554
LGMD2M,Fukutin-related limb-girdle muscular dystrophy R13,206554
Anoctamin-5-related LGMD R12,Anoctamin-5-related limb-girdle muscular dystrophy R12,206549
Autosomal recessive limb-girdle muscular dystrophy type 2L,Anoctamin-5-related limb-girdle muscular dystrophy R12,206549
LGMD type 2L,Anoctamin-5-related limb-girdle muscular dystrophy R12,206549
LGMD2L,Anoctamin-5-related limb-girdle muscular dystrophy R12,206549
Limb-girdle muscular dystrophy type 2L,Anoctamin-5-related limb-girdle muscular dystrophy R12,206549
Caudal appendage-hearing loss syndrome,Caudal appendage-deafness syndrome,1123
Lynch-Lee-Murday syndrome,Caudal appendage-deafness syndrome,1123
Autosomal recessive limb-girdle muscular dystrophy type 2O,POMGNT1-related limb-girdle muscular dystrophy R15,206564
LGMD type 2O,POMGNT1-related limb-girdle muscular dystrophy R15,206564
LGMD2O,POMGNT1-related limb-girdle muscular dystrophy R15,206564
Limb-girdle muscular dystrophy type 2O,POMGNT1-related limb-girdle muscular dystrophy R15,206564
POMGNT1-related LGMD R15,POMGNT1-related limb-girdle muscular dystrophy R15,206564
Autosomal recessive limb-girdle muscular dystrophy type 2N,POMT2-related limb-girdle muscular dystrophy R14,206559
LGMD type 2N,POMT2-related limb-girdle muscular dystrophy R14,206559
LGMD2N,POMT2-related limb-girdle muscular dystrophy R14,206559
Limb-girdle muscular dystrophy type 2N,POMT2-related limb-girdle muscular dystrophy R14,206559
POMT2-related LGMD R14,POMT2-related limb-girdle muscular dystrophy R14,206559
Adult-onset overlap myositis,Overlap myositis,206572
Non-specific myositis,Overlap myositis,206572
Anti-HMG-CoA myopathy,Immune-mediated necrotizing myopathy,206569
Anti-SRP myopathy,Immune-mediated necrotizing myopathy,206569
Autoimmune necrotizing myositis,Immune-mediated necrotizing myopathy,206569
IMNM,Immune-mediated necrotizing myopathy,206569
Immune myopathy with myocyte necrosis,Immune-mediated necrotizing myopathy,206569
NAM,Immune-mediated necrotizing myopathy,206569
Autosomal recessive distal spinal muscular atrophy type 4,Autosomal recessive lower motor neuron disease with childhood onset,206580
Distal spinal muscular atrophy type 4,Autosomal recessive lower motor neuron disease with childhood onset,206580
dSMA4,Autosomal recessive lower motor neuron disease with childhood onset,206580
Acquired rippling muscle disease,Rippling muscle disease with myasthenia gravis,206575
Immune-mediated rippling muscle disease,Rippling muscle disease with myasthenia gravis,206575
"Krabbe disease, late-onset",Late-infantile/juvenile Krabbe disease,206443
DK phocomelia syndrome,Von Voss-Cherstvoy syndrome,3439
Phocomelia-thrombocytopenia-encephalocele-urogenital malformations syndrome,Von Voss-Cherstvoy syndrome,3439
Cystadenoma of ovary in childhood,Cystadenoma of childhood,206470
Hamano-Tsukamoto syndrome,Spinal atrophy-ophthalmoplegia-pyramidal syndrome,1217
OBSOLETE: Borderline ovarian epithelial tumor,OBSOLETE: Borderline epithelial tumor of ovary,206473
OBSOLETE: Ovarian tumor of low malignant potential,OBSOLETE: Borderline epithelial tumor of ovary,206473
Craniofacial duplication,Diprosopus,1681
Diprosopia,Diprosopus,1681
Vaginal germ cell cancer,Malignant germ cell tumor of the vagina,206489
Vaginal germ cell malignant tumor,Malignant germ cell tumor of the vagina,206489
OBSOLETE: Imaizumi-Kuroki syndrome,"OBSOLETE: Craniosynostosis-radial aplasia, Imaizumi type",1534
Urioste syndrome,Müllerian derivatives-lymphangiectasia-polydactyly syndrome,1655
Complete growth hormone insensitivity,Laron syndrome,633
GH receptor deficiency,Laron syndrome,633
Growth hormone receptor deficiency,Laron syndrome,633
Laron-type dwarfism,Laron syndrome,633
Primary GH insensitivity,Laron syndrome,633
Primary GH resistance,Laron syndrome,633
Primary growth hormone insensitivity,Laron syndrome,633
Primary growth hormone resistance,Laron syndrome,633
Short stature due to growth hormone resistance,Laron syndrome,633
Congenital hypogonadotropic hypogonadism with anosmia,Kallmann syndrome,478
Olfacto-genital pathological sequence,Kallmann syndrome,478
Minkowski-Chauffard disease,Hereditary spherocytosis,822
Annuloaortic ectasia,Familial aortic dissection,229
Cystic medial necrosis of aorta,Familial aortic dissection,229
Glycogen storage myopathy,Muscular glycogenosis,206959
Lipid storage myopathy,Muscular lipidosis,206953
Pyruvate kinase deficiency of erythrocytes,Hemolytic anemia due to red cell pyruvate kinase deficiency,766
HLP type 1,Hyperlipoproteinemia type 1,411
Adenosylcobalamin deficiency,Vitamin B12-responsive methylmalonic acidemia,28
Vitamin B12-responsive methylmalonic aciduria,Vitamin B12-responsive methylmalonic acidemia,28
Subacute inflammatory demyelinating polyradiculoneuropathy,Subacute inflammatory demyelinating polyneuropathy,206594
Idiopathic asymptomatic hyperCKemia,Isolated asymptomatic elevation of creatine phosphokinase,206599
Isolated asymptomatic hyperCKemia,Isolated asymptomatic elevation of creatine phosphokinase,206599
Neonatal Schwartz-Jampel syndrome,Stüve-Wiedemann syndrome,3206
SJS2,Stüve-Wiedemann syndrome,3206
STWS,Stüve-Wiedemann syndrome,3206
SWS,Stüve-Wiedemann syndrome,3206
Schwartz-Jampel syndrome type 2,Stüve-Wiedemann syndrome,3206
Stüve-Wiedemann dysplasia,Stüve-Wiedemann syndrome,3206
Stüve-Wiedemann syndrome type 1,Stüve-Wiedemann syndrome,3206
APBD,Adult polyglucosan body disease,206583
Amaurosis congenita of Leber,Leber congenital amaurosis,65
Bessel-Hagen disease,Multiple osteochondromas,321
Multiple cartilaginous exostoses,Multiple osteochondromas,321
BBS,Bardet-Biedl syndrome,110
Dystrophinopathy,Qualitative or quantitative defects of dystrophin,207085
OBSOLETE: Figuera syndrome,OBSOLETE: Orofaciodigital syndrome type 10,2756
OBSOLETE: OFD10,OBSOLETE: Orofaciodigital syndrome type 10,2756
OBSOLETE: Oral-facial-digital syndrome type 10,OBSOLETE: Orofaciodigital syndrome type 10,2756
OBSOLETE: Orofaciodigital syndrome with fibular aplasia,OBSOLETE: Orofaciodigital syndrome type 10,2756
Atypical RTT,Atypical Rett syndrome,3095
Rett syndrome variant,Atypical Rett syndrome,3095
LAMA2-related muscular dystrophy,Laminin subunit alpha 2-related muscular dystrophy,207094
Qualitative or quantitative defects of merosin,Laminin subunit alpha 2-related muscular dystrophy,207094
Integrinopathy,Qualitative or quantitative defects of integrin alpha-7,207098
NON RARE IN EUROPE: Sicca syndrome,NON RARE IN EUROPE: Sjögren syndrome,378
NON RARE IN EUROPE: Sjögren-Gougerot syndrome,NON RARE IN EUROPE: Sjögren syndrome,378
De Die-Smulders-Vles-Fryns syndrome,Arachnodactyly-intellectual disability-dysmorphism syndrome,1130
Dysferlinopathy,Qualitative or quantitative defects of dysferlin,207073
OBSOLETE: Blethen-Wenick-Hawkins syndrome,OBSOLETE: Hypopituitarism-short stature-skeletal anomalies syndrome,2626
Caveolinopathy,Qualitative or quantitative defects of caveolin-3,207078
Curatolo-Cilio-Pessagno syndrome,White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome,3207
Sarcoglycanopathy,Qualitative or quantitative defects of sarcoglycan,207052
Kaplowitz-Bodurtha syndrome,Hypopituitarism-microphthalmia syndrome,2244
Acute and subacute inflammatory demyelinating polyradiculoneuropathy,Acute and subacute inflammatory demyelinating polyneuropathy,207038
Atherosclerosis-hearing loss-diabetes-epilepsy-nephropathy syndrome,Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome,1192
Feigenbaum-Bergeron-Richardson syndrome,Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome,1192
Copenhagen syndrome,Progressive non-infectious anterior vertebral fusion,2062
PAVF,Progressive non-infectious anterior vertebral fusion,2062
Mathieu-De Broca-Bony syndrome,Cleft palate-short stature-vertebral anomalies syndrome,2015
Volcke-Soekarman syndrome,Macrocephaly-short stature-paraplegia syndrome,2427
Hyde Forster-McCarthy-Berry syndrome,X-linked intellectual disability-plagiocephaly syndrome,2898
Hittner-Hirsch-Kreh syndrome,Colobomatous-microphthalmia-heart disease-hearing loss syndrome,1474
OBSOLETE: Van Biervliet-Hendrickx-van Ertbruggen syndrome,OBSOLETE: Craniofacial dysostosis-arthrogryposis-progeroid appearance syndrome,1789
Hoffmann syndrome,Muscular pseudohypertrophy-hypothyroidism syndrome,2349
Kocher-Debré-Semelaigne syndrome,Muscular pseudohypertrophy-hypothyroidism syndrome,2349
Maroteaux-Stanescu-Cousin syndrome,Lethal recessive chondrodysplasia,1423
Sengers-Hamel-Otten syndrome,Hydrocephalus-obesity-hypogonadism syndrome,2183
Paraneoplastic sensory neuronopathy,Paraneoplastic sensory ganglionopathy,208999
Buntinx-Lormans-Martin syndrome,Radio-ulnar synostosis-retinal pigment abnormalities syndrome,3271
Non-paraneoplastic sensory neuronopathy,Non-paraneoplastic sensory ganglionopathy,208989
OBSOLETE: Other neuronopathy related to autoimmune diseases,OBSOLETE: Other ganglionopathy related to autoimmune diseases,208994
Acquired sensory neuronopathy,Acquired sensory ganglionopathy,208984
Kasznica-Carlson-Coppedge syndrome,Ectrodactyly-spina bifida-cardiopathy syndrome,1894
CADP,Chronic acquired demyelinating polyneuropathy,208974
Cassia Stocco dos Santos syndrome,Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome,1101
